,clusterid,agree,comment,retweet,sentiment
10549,2,0,0,0,pos
10550,0,1,0,0,pos
10551,0,1,0,0,pos
10552,2,0,0,0,pos
10553,3,0,0,0,pos
10554,2,0,0,0,neg
10555,0,0,0,0,neg
10556,3,0,0,0,pos
10557,0,0,0,0,pos
10558,0,1,0,0,neg
10559,0,1,0,0,neg
10560,3,10,0,13,pos
10561,3,10,0,13,pos
10562,2,0,0,0,pos
10563,3,0,0,0,pos
10564,0,0,0,0,neu
10565,0,0,0,0,neu
10566,0,0,0,0,pos
10567,3,0,0,0,pos
10568,3,0,0,0,pos
10569,3,0,0,0,pos
10570,0,5,2,0,pos
10571,0,5,2,0,pos
10572,1,8,1,3,pos
10573,1,8,1,3,pos
10574,3,4,0,9,pos
10575,3,4,0,9,pos
10576,2,0,0,0,pos
10577,1,0,0,0,pos
10578,2,1,1,0,pos
10579,2,1,1,0,pos
10580,2,0,0,0,neg
10581,2,0,0,0,neg
10582,0,0,0,0,pos
10583,1,0,0,0,pos
10584,1,0,0,0,pos
10585,3,0,0,0,pos
10586,0,25,10,4,pos
10587,0,25,10,4,pos
10588,1,2,0,1,pos
10589,1,2,0,1,pos
10590,2,3,2,1,pos
10591,2,3,2,1,pos
10592,3,0,0,0,pos
10593,2,0,0,0,pos
10594,3,0,0,0,pos
10595,2,0,0,0,pos
10596,0,0,0,0,neg
10597,0,0,0,0,neg
10598,2,0,0,0,pos
10599,2,0,0,0,pos
10600,3,41,3,29,pos
10601,3,41,3,29,pos
10602,2,1,1,0,pos
10603,2,1,1,0,pos
10604,3,0,0,2,neu
10605,3,0,0,2,neu
10606,0,1,0,0,neu
10607,0,1,0,0,neu
10608,1,0,0,0,neg
10609,3,0,0,0,neg
10610,1,0,0,0,pos
10611,1,0,0,0,pos
10612,2,0,0,0,neg
10613,2,0,0,0,neg
10614,0,0,0,0,neu
10615,3,0,0,0,neu
10616,2,1,3,0,neu
10617,2,1,3,0,neu
10618,1,2,1,1,pos
10619,1,2,1,1,pos
10620,2,1,2,1,neu
10621,2,1,2,1,neu
10622,1,0,0,0,pos
10623,1,0,0,0,pos
10624,3,13,0,7,pos
10625,3,13,0,7,pos
10626,0,1,0,0,pos
10627,0,1,0,0,pos
10628,3,0,0,0,neg
10629,2,0,0,0,neg
10630,1,0,0,0,neu
10631,2,0,0,0,neu
10632,3,20,0,21,pos
10633,3,20,0,21,pos
10634,2,0,1,0,neu
10635,2,0,1,0,neu
10636,0,1,0,0,pos
10637,0,1,0,0,pos
10638,0,0,0,0,pos
10639,2,0,0,0,pos
10640,0,1,0,0,pos
10641,0,1,0,0,pos
10642,3,0,0,0,neg
10643,0,0,0,0,neg
10644,3,0,0,0,pos
10645,3,0,0,0,pos
10646,0,0,0,0,neg
10647,2,0,0,0,neg
10648,1,0,0,0,pos
10649,3,0,0,0,pos
10650,0,0,0,0,pos
10651,1,0,0,0,pos
10652,0,0,0,0,pos
10653,0,0,0,0,pos
10654,1,0,0,0,pos
10655,2,0,0,0,pos
10656,0,0,0,0,pos
10657,0,0,0,0,pos
10658,0,0,0,0,neu
10659,0,0,0,0,neu
10660,1,12,1,4,pos
10661,1,12,1,4,pos
10662,1,0,0,0,neg
10663,3,0,0,0,neg
10664,2,0,0,0,pos
10665,2,0,0,0,pos
10666,3,1,0,1,pos
10667,3,1,0,1,pos
10668,1,0,0,0,pos
10669,2,0,0,0,pos
10670,3,0,0,0,pos
10671,1,0,0,0,pos
10672,1,0,0,0,pos
10673,0,0,0,0,pos
10674,3,1,0,1,pos
10675,3,1,0,1,pos
10676,2,1,1,1,pos
10677,2,1,1,1,pos
10678,3,0,0,0,pos
10679,2,0,0,0,pos
10680,2,2,2,0,pos
10681,2,2,2,0,pos
10682,2,0,1,0,pos
10683,2,0,1,0,pos
10684,0,3,0,0,pos
10685,0,3,0,0,pos
10686,2,0,0,0,neg
10687,0,0,0,0,neg
10688,0,1,0,0,pos
10689,0,1,0,0,pos
10690,3,55,0,82,pos
10691,3,55,0,82,pos
10692,1,0,0,0,neu
10693,0,0,0,0,neu
10694,1,0,0,0,neg
10695,3,0,0,0,neg
10696,0,2,0,0,pos
10697,0,2,0,0,pos
10698,3,43,0,40,pos
10699,3,43,0,40,pos
10700,3,5,0,3,pos
10701,3,5,0,3,pos
10702,2,0,0,0,pos
10703,0,0,0,0,pos
10704,2,0,0,0,pos
10705,0,0,0,0,pos
10706,1,0,0,0,neu
10707,3,0,0,0,neu
10708,3,0,0,0,neu
10709,2,0,0,0,neu
10710,0,1,0,0,pos
10711,0,1,0,0,pos
10712,1,0,0,0,neu
10713,0,0,0,0,neu
10714,0,0,0,0,pos
10715,2,0,0,0,pos
10716,1,0,0,0,pos
10717,0,0,0,0,pos
10718,2,0,0,0,pos
10719,3,0,0,0,pos
10720,2,20,22,4,pos
10721,2,20,22,4,pos
10722,1,0,0,0,pos
10723,0,0,0,0,pos
10724,3,2,0,4,pos
10725,3,2,0,4,pos
10726,1,2,0,1,neu
10727,1,2,0,1,neu
10728,0,1,0,0,neu
10729,0,1,0,0,neu
10730,3,0,0,0,pos
10731,1,0,0,0,pos
10732,0,0,0,0,pos
10733,3,0,0,0,pos
10734,3,0,0,0,pos
10735,0,0,0,0,pos
10736,1,0,0,0,pos
10737,3,0,0,0,pos
10738,0,42,0,1,pos
10739,0,42,0,1,pos
10740,3,0,0,0,pos
10741,0,0,0,0,pos
10742,2,0,0,0,pos
10743,2,0,0,0,pos
10744,2,14,10,1,pos
10745,2,14,10,1,pos
10746,2,0,1,0,neg
10747,2,0,1,0,neg
10748,2,0,1,0,neg
10749,2,0,1,0,neg
10750,1,0,0,0,neu
10751,3,0,0,0,neu
10752,1,0,0,0,neg
10753,3,0,0,0,neg
10754,1,0,0,0,pos
10755,2,0,0,0,pos
10756,0,2,0,0,neu
10757,0,2,0,0,neu
10758,2,0,1,0,neg
10759,2,0,1,0,neg
10760,0,7,0,0,pos
10761,0,7,0,0,pos
10762,0,1,0,0,pos
10763,0,1,0,0,pos
10764,0,0,0,0,pos
10765,2,0,0,0,pos
10766,0,1,0,0,pos
10767,0,1,0,0,pos
10768,2,10,6,1,pos
10769,2,10,6,1,pos
10770,2,0,1,0,pos
10771,2,0,1,0,pos
10772,1,0,0,0,pos
10773,1,0,0,0,pos
10774,0,0,0,0,pos
10775,0,0,0,0,pos
10776,3,2,0,3,neg
10777,3,2,0,3,neg
10778,2,7,4,1,pos
10779,2,7,4,1,pos
10780,0,0,0,0,pos
10781,3,0,0,0,pos
10782,1,4,0,2,pos
10783,1,4,0,2,pos
10784,2,0,0,0,neu
10785,3,0,0,0,neu
10786,1,3,0,1,pos
10787,1,3,0,1,pos
10788,3,0,0,1,pos
10789,3,0,0,1,pos
10790,1,0,0,0,pos
10791,1,0,0,0,pos
10792,0,0,0,0,neg
10793,3,0,0,0,neg
10794,2,0,2,0,pos
10795,2,0,2,0,pos
10796,0,0,0,0,pos
10797,0,0,0,0,pos
10798,1,0,0,0,pos
10799,2,0,0,0,pos
10800,3,0,0,0,neu
10801,0,0,0,0,neu
10802,1,0,0,0,pos
10803,1,0,0,0,pos
10804,3,0,0,0,neg
10805,0,0,0,0,neg
10806,2,0,0,0,pos
10807,0,0,0,0,pos
10808,2,0,0,0,pos
10809,2,0,0,0,pos
10810,1,0,0,0,pos
10811,3,0,0,0,pos
10812,0,0,0,0,pos
10813,1,0,0,0,pos
10814,1,0,0,0,neu
10815,2,0,0,0,neu
10816,3,1,0,1,neg
10817,3,1,0,1,neg
10818,0,5,0,0,neg
10819,0,5,0,0,neg
10820,2,0,0,0,pos
10821,2,0,0,0,pos
10822,1,0,0,0,neg
10823,0,0,0,0,neg
10824,1,0,0,0,neg
10825,3,0,0,0,neg
10826,0,1,0,0,neg
10827,0,1,0,0,neg
10828,3,0,0,0,pos
10829,1,0,0,0,pos
10830,2,0,2,0,pos
10831,2,0,2,0,pos
10832,2,0,1,0,pos
10833,2,0,1,0,pos
10834,0,0,0,0,neu
10835,2,0,0,0,neu
10836,1,0,0,0,neg
10837,1,0,0,0,neg
10838,3,0,0,0,pos
10839,1,0,0,0,pos
10840,0,0,0,0,pos
10841,0,0,0,0,pos
10842,2,2,2,0,pos
10843,2,2,2,0,pos
10844,3,0,0,0,pos
10845,3,0,0,0,pos
10846,3,0,0,0,pos
10847,1,0,0,0,pos
10848,0,0,0,0,pos
10849,3,0,0,0,pos
10850,3,0,0,0,pos
10851,0,0,0,0,pos
10852,0,1,0,0,pos
10853,0,1,0,0,pos
10854,3,0,0,0,neg
10855,1,0,0,0,neg
10856,2,0,0,0,pos
10857,3,0,0,0,pos
10858,2,0,0,0,pos
10859,1,0,0,0,pos
10860,0,1,0,0,pos
10861,0,1,0,0,pos
10862,1,0,0,0,neu
10863,1,0,0,0,neu
10864,2,0,0,0,pos
10865,2,0,0,0,pos
10866,3,0,0,0,pos
10867,3,0,0,0,pos
10868,0,1,0,0,neg
10869,0,1,0,0,neg
10870,3,0,0,0,pos
10871,2,0,0,0,pos
10872,0,0,0,0,pos
10873,2,0,0,0,pos
10874,3,0,0,0,pos
10875,3,0,0,0,pos
10876,0,1,0,0,neu
10877,0,1,0,0,neu
10878,1,0,0,0,pos
10879,1,0,0,0,pos
10880,2,0,0,0,pos
10881,3,0,0,0,pos
10882,2,0,1,0,pos
10883,2,0,1,0,pos
10884,2,0,0,0,neg
10885,1,0,0,0,neg
10886,1,10,3,3,pos
10887,1,10,3,3,pos
10888,0,2,0,0,neg
10889,0,2,0,0,neg
10890,0,7,0,1,neu
10891,0,7,0,1,neu
10892,2,0,0,0,neu
10893,1,0,0,0,neu
10894,3,0,0,0,pos
10895,1,0,0,0,pos
10896,2,29,19,5,pos
10897,2,29,19,5,pos
10898,2,4,3,1,neg
10899,2,4,3,1,neg
10900,0,0,0,0,pos
10901,3,0,0,0,pos
10902,0,1,0,0,pos
10903,0,1,0,0,pos
10904,0,38,4,3,pos
10905,0,38,4,3,pos
10906,0,1,0,0,pos
10907,0,1,0,0,pos
10908,2,0,1,0,pos
10909,2,0,1,0,pos
10910,3,8,3,8,neg
10911,3,8,3,8,neg
10912,1,5,0,2,pos
10913,1,5,0,2,pos
10914,0,1,0,0,pos
10915,0,1,0,0,pos
10916,0,0,0,0,pos
10917,3,0,0,0,pos
10918,3,4,0,5,pos
10919,3,4,0,5,pos
10920,0,0,0,0,pos
10921,3,0,0,0,pos
10922,2,0,0,0,neu
10923,0,0,0,0,neu
10924,1,0,0,0,neg
10925,0,0,0,0,neg
10926,3,0,0,0,pos
10927,0,0,0,0,pos
10928,3,0,0,0,neg
10929,0,0,0,0,neg
10930,1,0,0,0,neu
10931,3,0,0,0,neu
10932,0,2,0,0,pos
10933,0,2,0,0,pos
10934,0,0,0,0,pos
10935,3,0,0,0,pos
10936,1,8,1,3,pos
10937,1,8,1,3,pos
10938,2,0,0,0,pos
10939,1,0,0,0,pos
10940,2,0,0,0,pos
10941,2,0,0,0,pos
10942,0,0,0,0,pos
10943,0,0,0,0,pos
10944,1,0,0,0,pos
10945,2,0,0,0,pos
10946,3,0,0,0,pos
10947,3,0,0,0,pos
10948,3,0,0,0,neu
10949,2,0,0,0,neu
10950,3,0,0,0,pos
10951,1,0,0,0,pos
10952,3,0,0,0,neg
10953,3,0,0,0,neg
10954,0,0,0,0,pos
10955,2,0,0,0,pos
10956,1,0,0,0,pos
10957,2,0,0,0,pos
10958,1,0,0,0,pos
10959,2,0,0,0,pos
10960,2,0,0,0,pos
10961,0,0,0,0,pos
10962,2,0,0,0,neu
10963,2,0,0,0,neu
10964,3,1,0,1,neg
10965,3,1,0,1,neg
10966,0,5,0,0,neg
10967,0,5,0,0,neg
10968,2,0,0,0,pos
10969,2,0,0,0,pos
10970,0,0,0,0,neg
10971,2,0,0,0,neg
10972,1,0,0,0,neg
10973,1,0,0,0,neg
10974,0,1,0,0,neg
10975,0,1,0,0,neg
10976,3,0,0,0,pos
10977,1,0,0,0,pos
10978,2,0,2,0,pos
10979,2,0,2,0,pos
10980,2,0,1,0,pos
10981,2,0,1,0,pos
10982,1,0,0,0,neu
10983,1,0,0,0,neu
10984,1,0,0,0,neg
10985,2,0,0,0,neg
10986,1,0,0,0,pos
10987,3,0,0,0,pos
10988,1,0,0,0,pos
10989,2,0,0,0,pos
10990,2,2,2,0,pos
10991,2,2,2,0,pos
10992,2,0,0,0,pos
10993,0,0,0,0,pos
10994,2,0,0,0,pos
10995,3,0,0,0,pos
10996,0,0,0,0,pos
10997,0,0,0,0,pos
10998,2,0,0,0,pos
10999,1,0,0,0,pos
11000,0,1,0,0,pos
11001,0,1,0,0,pos
11002,1,0,0,0,neg
11003,0,0,0,0,neg
11004,0,0,0,0,pos
11005,2,0,0,0,pos
11006,1,0,0,0,pos
11007,0,0,0,0,pos
11008,0,1,0,0,pos
11009,0,1,0,0,pos
11010,1,0,0,0,neu
11011,1,0,0,0,neu
11012,0,0,0,0,pos
11013,3,0,0,0,pos
11014,0,0,0,0,pos
11015,2,0,0,0,pos
11016,0,1,0,0,neg
11017,0,1,0,0,neg
11018,3,0,0,0,pos
11019,2,0,0,0,pos
11020,1,0,0,0,pos
11021,0,0,0,0,pos
11022,3,0,0,0,pos
11023,0,0,0,0,pos
11024,0,1,0,0,neu
11025,0,1,0,0,neu
11026,0,0,0,0,pos
11027,0,0,0,0,pos
11028,1,0,0,0,pos
11029,2,0,0,0,pos
11030,2,0,1,0,pos
11031,2,0,1,0,pos
11032,2,0,0,0,neg
11033,0,0,0,0,neg
11034,1,10,3,3,pos
11035,1,10,3,3,pos
11036,0,2,0,0,neg
11037,0,2,0,0,neg
11038,0,7,0,1,neu
11039,0,7,0,1,neu
11040,1,0,0,0,neu
11041,3,0,0,0,neu
11042,0,0,0,0,pos
11043,2,0,0,0,pos
11044,2,29,19,5,pos
11045,2,29,19,5,pos
11046,2,4,3,1,neg
11047,2,4,3,1,neg
11048,1,0,0,0,pos
11049,2,0,0,0,pos
11050,0,1,0,0,pos
11051,0,1,0,0,pos
11052,0,38,4,3,pos
11053,0,38,4,3,pos
11054,0,1,0,0,pos
11055,0,1,0,0,pos
11056,2,0,1,0,pos
11057,2,0,1,0,pos
11058,3,8,3,8,neg
11059,3,8,3,8,neg
11060,1,5,0,2,pos
11061,1,5,0,2,pos
11062,0,1,0,0,pos
11063,0,1,0,0,pos
11064,0,0,0,0,pos
11065,2,0,0,0,pos
11066,3,4,0,5,pos
11067,3,4,0,5,pos
11068,2,0,0,0,pos
11069,0,0,0,0,pos
11070,2,0,0,0,neu
11071,2,0,0,0,neu
11072,0,0,0,0,neg
11073,2,0,0,0,neg
11074,1,0,0,0,pos
11075,1,0,0,0,pos
11076,3,0,0,0,neg
11077,0,0,0,0,neg
11078,0,0,0,0,neu
11079,1,0,0,0,neu
11080,0,2,0,0,pos
11081,0,2,0,0,pos
11082,2,0,0,0,pos
11083,3,0,0,0,pos
11084,1,8,1,3,pos
11085,1,8,1,3,pos
11086,0,0,0,0,pos
11087,0,0,0,0,pos
11088,0,0,0,0,pos
11089,0,0,0,0,pos
11090,3,0,0,0,pos
11091,0,0,0,0,pos
11092,1,7,0,2,neu
11093,1,7,0,2,neu
11094,0,0,0,0,neu
11095,0,0,0,0,neu
11096,1,0,0,0,neu
11097,1,0,0,0,neu
11098,0,1,0,0,pos
11099,0,1,0,0,pos
11100,2,0,0,0,pos
11101,0,0,0,0,pos
11102,3,0,0,0,pos
11103,1,0,0,0,pos
11104,1,0,0,0,pos
11105,2,0,0,0,pos
11106,1,27,1,10,neg
11107,1,27,1,10,neg
11108,3,10,0,8,pos
11109,3,10,0,8,pos
11110,0,5,0,1,pos
11111,0,5,0,1,pos
11112,0,1,0,0,pos
11113,0,1,0,0,pos
11114,3,0,0,0,pos
11115,2,0,0,0,pos
11116,0,2,1,0,neg
11117,0,2,1,0,neg
11118,3,0,0,0,pos
11119,1,0,0,0,pos
11120,2,0,0,0,pos
11121,2,0,0,0,pos
11122,1,0,0,0,pos
11123,0,0,0,0,pos
11124,2,0,0,0,pos
11125,0,0,0,0,pos
11126,2,0,0,0,neu
11127,2,0,0,0,neu
11128,1,0,0,0,pos
11129,0,0,0,0,pos
11130,0,0,0,0,neu
11131,2,0,0,0,neu
11132,0,2,1,0,pos
11133,0,2,1,0,pos
11134,1,29,0,8,pos
11135,1,29,0,8,pos
11136,0,2,0,0,pos
11137,0,2,0,0,pos
11138,1,0,0,0,pos
11139,3,0,0,0,pos
11140,2,1,1,0,pos
11141,2,1,1,0,pos
11142,1,25,6,9,pos
11143,1,25,6,9,pos
11144,0,28,3,6,neu
11145,0,28,3,6,neu
11146,0,3,0,0,pos
11147,0,3,0,0,pos
11148,0,1,0,0,pos
11149,0,1,0,0,pos
11150,0,0,0,0,pos
11151,0,0,0,0,pos
11152,1,0,0,0,pos
11153,2,0,0,0,pos
11154,0,2,0,0,pos
11155,0,2,0,0,pos
11156,0,0,0,0,pos
11157,3,0,0,0,pos
11158,1,3,0,1,pos
11159,1,3,0,1,pos
11160,0,20,2,4,neg
11161,0,20,2,4,neg
11162,1,0,0,0,pos
11163,2,0,0,0,pos
11164,2,0,0,0,pos
11165,2,0,0,0,pos
11166,2,2,2,1,pos
11167,2,2,2,1,pos
11168,2,37,46,6,pos
11169,2,37,46,6,pos
11170,1,0,0,0,pos
11171,3,0,0,0,pos
11172,1,0,0,0,pos
11173,0,0,0,0,pos
11174,3,0,0,0,pos
11175,2,0,0,0,pos
11176,0,4,0,0,pos
11177,0,4,0,0,pos
11178,3,1,1,2,pos
11179,3,1,1,2,pos
11180,2,0,0,0,pos
11181,2,0,0,0,pos
11182,0,2,0,0,pos
11183,0,2,0,0,pos
11184,2,0,2,0,pos
11185,2,0,2,0,pos
11186,0,0,0,0,pos
11187,1,0,0,0,pos
11188,2,1,1,1,pos
11189,2,1,1,1,pos
11190,0,0,0,0,pos
11191,2,0,0,0,pos
11192,2,23,39,7,pos
11193,2,23,39,7,pos
11194,0,258,87,34,neg
11195,0,258,87,34,neg
11196,3,0,0,2,pos
11197,3,0,0,2,pos
11198,1,0,0,0,neu
11199,1,0,0,0,neu
11200,2,0,0,0,neg
11201,1,0,0,0,neg
11202,1,8,0,2,pos
11203,1,8,0,2,pos
11204,2,0,0,0,neg
11205,2,0,0,0,neg
11206,0,1,0,0,neu
11207,0,1,0,0,neu
11208,3,14,1,20,pos
11209,3,14,1,20,pos
11210,2,0,0,0,pos
11211,1,0,0,0,pos
11212,2,0,0,0,neg
11213,0,0,0,0,neg
11214,2,1,1,0,neg
11215,2,1,1,0,neg
11216,2,0,1,0,pos
11217,2,0,1,0,pos
11218,2,2,3,0,pos
11219,2,2,3,0,pos
11220,0,0,0,0,pos
11221,3,0,0,0,pos
11222,1,9,4,5,neg
11223,1,9,4,5,neg
11224,0,0,0,0,pos
11225,3,0,0,0,pos
11226,2,0,1,0,neg
11227,2,0,1,0,neg
11228,1,0,0,0,pos
11229,0,0,0,0,pos
11230,0,89,16,19,neu
11231,0,89,16,19,neu
11232,0,1,0,0,neu
11233,0,1,0,0,neu
11234,3,0,0,0,pos
11235,0,0,0,0,pos
11236,2,0,1,0,pos
11237,2,0,1,0,pos
11238,0,0,0,0,pos
11239,0,0,0,0,pos
11240,2,0,0,0,pos
11241,0,0,0,0,pos
11242,2,0,1,0,pos
11243,2,0,1,0,pos
11244,0,2,0,0,neu
11245,0,2,0,0,neu
11246,0,190,20,19,neu
11247,0,190,20,19,neu
11248,0,11,2,2,neu
11249,0,11,2,2,neu
11250,0,1,0,0,pos
11251,0,1,0,0,pos
11252,2,0,0,0,neu
11253,2,0,0,0,neu
11254,0,11,1,2,neg
11255,0,11,1,2,neg
11256,2,1,2,0,pos
11257,2,1,2,0,pos
11258,0,0,0,0,neg
11259,2,0,0,0,neg
11260,0,2,0,0,pos
11261,0,2,0,0,pos
11262,2,0,0,0,pos
11263,3,0,0,0,pos
11264,1,0,0,0,pos
11265,2,0,0,0,pos
11266,1,20,0,8,neu
11267,1,20,0,8,neu
11268,3,3,0,2,pos
11269,3,3,0,2,pos
11270,2,0,0,0,pos
11271,1,0,0,0,pos
11272,0,2,0,0,pos
11273,0,2,0,0,pos
11274,1,23,9,13,pos
11275,1,23,9,13,pos
11276,0,1,0,0,neg
11277,0,1,0,0,neg
11278,2,0,0,0,pos
11279,1,0,0,0,pos
11280,3,0,0,0,pos
11281,0,0,0,0,pos
11282,1,0,0,0,neg
11283,2,0,0,0,neg
11284,2,0,0,0,pos
11285,3,0,0,0,pos
11286,2,0,0,0,neu
11287,2,0,0,0,neu
11288,0,0,0,0,neu
11289,1,0,0,0,neu
11290,0,0,0,0,pos
11291,3,0,0,0,pos
11292,2,0,0,0,neg
11293,3,0,0,0,neg
11294,2,0,1,0,neg
11295,2,0,1,0,neg
11296,1,0,0,0,neg
11297,0,0,0,0,neg
11298,3,0,0,1,pos
11299,3,0,0,1,pos
11300,3,0,0,0,pos
11301,3,0,0,0,pos
11302,2,1,2,0,neg
11303,2,1,2,0,neg
11304,1,2,0,1,pos
11305,1,2,0,1,pos
11306,2,0,0,0,pos
11307,1,0,0,0,pos
11308,3,0,0,1,pos
11309,3,0,0,1,pos
11310,1,0,0,0,neu
11311,1,0,0,0,neu
11312,0,28,5,3,pos
11313,0,28,5,3,pos
11314,3,1,0,1,pos
11315,3,1,0,1,pos
11316,0,4,0,0,pos
11317,0,4,0,0,pos
11318,2,0,1,0,pos
11319,2,0,1,0,pos
11320,0,1,0,0,neu
11321,0,1,0,0,neu
11322,0,1,0,0,neg
11323,0,1,0,0,neg
11324,2,3,4,0,pos
11325,2,3,4,0,pos
11326,2,0,1,0,neu
11327,2,0,1,0,neu
11328,1,0,0,0,neu
11329,2,0,0,0,neu
11330,1,0,0,0,neg
11331,1,0,0,0,neg
11332,0,0,0,0,neg
11333,1,0,0,0,neg
11334,0,53,1,0,pos
11335,0,53,1,0,pos
11336,0,1,0,0,pos
11337,0,1,0,0,pos
11338,0,0,0,0,pos
11339,1,0,0,0,pos
11340,3,0,0,0,pos
11341,2,0,0,0,pos
11342,3,0,0,0,pos
11343,1,0,0,0,pos
11344,1,0,0,0,pos
11345,2,0,0,0,pos
11346,0,0,0,0,pos
11347,0,0,0,0,pos
11348,3,3,1,3,neg
11349,3,3,1,3,neg
11350,2,0,1,0,neg
11351,2,0,1,0,neg
11352,1,0,0,0,pos
11353,2,0,0,0,pos
11354,0,1,0,0,pos
11355,0,1,0,0,pos
11356,2,0,1,0,pos
11357,2,0,1,0,pos
11358,3,0,0,1,pos
11359,3,0,0,1,pos
11360,2,0,0,0,neu
11361,0,0,0,0,neu
11362,3,0,0,0,pos
11363,2,0,0,0,pos
11364,1,0,0,0,pos
11365,2,0,0,0,pos
11366,2,7,4,0,pos
11367,2,7,4,0,pos
11368,0,1,0,0,pos
11369,0,1,0,0,pos
11370,1,2,1,1,pos
11371,1,2,1,1,pos
11372,0,5,0,0,pos
11373,0,5,0,0,pos
11374,3,1,0,2,pos
11375,3,1,0,2,pos
11376,0,3,0,0,pos
11377,0,3,0,0,pos
11378,2,0,0,0,pos
11379,3,0,0,0,pos
11380,3,0,0,1,pos
11381,3,0,0,1,pos
11382,1,0,0,0,pos
11383,1,0,0,0,pos
11384,3,0,1,2,pos
11385,3,0,1,2,pos
11386,0,0,0,0,pos
11387,1,0,0,0,pos
11388,1,0,0,0,neg
11389,1,0,0,0,neg
11390,0,2,0,0,neu
11391,0,2,0,0,neu
11392,1,12,3,3,pos
11393,1,12,3,3,pos
11394,2,0,0,0,neg
11395,0,0,0,0,neg
11396,0,4,1,0,neg
11397,0,4,1,0,neg
11398,2,0,0,0,neg
11399,3,0,0,0,neg
11400,0,9,1,1,pos
11401,0,9,1,1,pos
11402,2,0,0,0,pos
11403,2,0,0,0,pos
11404,0,1,0,0,neu
11405,0,1,0,0,neu
11406,0,1,0,0,pos
11407,0,1,0,0,pos
11408,1,0,0,0,pos
11409,0,0,0,0,pos
11410,3,0,0,0,neg
11411,0,0,0,0,neg
11412,2,0,1,0,pos
11413,2,0,1,0,pos
11414,3,0,0,0,pos
11415,2,0,0,0,pos
11416,3,0,0,0,pos
11417,1,0,0,0,pos
11418,0,1,0,0,neg
11419,0,1,0,0,neg
11420,0,10,0,2,pos
11421,0,10,0,2,pos
11422,1,0,0,0,neg
11423,1,0,0,0,neg
11424,1,11,2,5,pos
11425,1,11,2,5,pos
11426,3,26,0,34,pos
11427,3,26,0,34,pos
11428,0,0,0,0,pos
11429,0,0,0,0,pos
11430,1,0,0,0,neu
11431,3,0,0,0,neu
11432,0,2,0,0,pos
11433,0,2,0,0,pos
11434,3,4,0,3,neg
11435,3,4,0,3,neg
11436,1,0,0,0,pos
11437,3,0,0,0,pos
11438,3,0,0,0,neu
11439,0,0,0,0,neu
11440,0,1,0,0,pos
11441,0,1,0,0,pos
11442,2,0,0,0,pos
11443,1,0,0,0,pos
11444,2,0,0,0,pos
11445,1,0,0,0,pos
11446,0,6,0,0,neu
11447,0,6,0,0,neu
11448,1,0,0,0,neg
11449,3,0,0,0,neg
11450,2,0,0,0,pos
11451,3,0,0,0,pos
11452,0,5,2,1,pos
11453,0,5,2,1,pos
11454,3,0,0,0,pos
11455,0,0,0,0,pos
11456,0,2,0,0,pos
11457,0,2,0,0,pos
11458,0,1,0,0,pos
11459,0,1,0,0,pos
11460,0,2,0,0,pos
11461,0,2,0,0,pos
11462,2,0,0,0,pos
11463,2,0,0,0,pos
11464,3,0,0,0,pos
11465,1,0,0,0,pos
11466,3,1,0,1,pos
11467,3,1,0,1,pos
11468,2,1,1,1,pos
11469,2,1,1,1,pos
11470,0,0,0,0,pos
11471,0,0,0,0,pos
11472,2,0,0,0,pos
11473,0,0,0,0,pos
11474,0,0,0,0,pos
11475,2,0,0,0,pos
11476,2,0,1,0,pos
11477,2,0,1,0,pos
11478,0,0,0,0,pos
11479,3,0,0,0,pos
11480,0,0,0,0,neg
11481,3,0,0,0,neg
11482,0,0,0,0,pos
11483,0,0,0,0,pos
11484,2,0,1,0,pos
11485,2,0,1,0,pos
11486,2,0,0,0,pos
11487,3,0,0,0,pos
11488,2,0,0,0,pos
11489,3,0,0,0,pos
11490,1,0,0,0,pos
11491,1,0,0,0,pos
11492,0,0,0,0,pos
11493,3,0,0,0,pos
11494,0,1,0,0,pos
11495,0,1,0,0,pos
11496,1,0,0,0,pos
11497,3,0,0,0,pos
11498,1,0,0,0,pos
11499,0,0,0,0,pos
11500,0,2,0,0,pos
11501,0,2,0,0,pos
11502,2,4,3,0,neu
11503,2,4,3,0,neu
11504,2,0,0,0,pos
11505,1,0,0,0,pos
11506,0,0,0,0,pos
11507,1,0,0,0,pos
11508,2,0,0,0,pos
11509,3,0,0,0,pos
11510,1,0,0,0,neu
11511,2,0,0,0,neu
11512,1,5,0,2,pos
11513,1,5,0,2,pos
11514,2,0,0,0,neu
11515,1,0,0,0,neu
11516,0,0,0,0,neu
11517,3,0,0,0,neu
11518,0,0,0,0,pos
11519,2,0,0,0,pos
11520,1,0,0,0,pos
11521,3,0,0,0,pos
11522,3,1,0,1,pos
11523,3,1,0,1,pos
11524,0,0,0,0,pos
11525,3,0,0,0,pos
11526,2,0,1,0,pos
11527,2,0,1,0,pos
11528,0,2,0,0,pos
11529,0,2,0,0,pos
11530,2,0,0,0,pos
11531,2,0,0,0,pos
11532,3,0,0,0,neg
11533,2,0,0,0,neg
11534,1,7,1,2,pos
11535,1,7,1,2,pos
11536,0,7,3,1,neg
11537,0,7,3,1,neg
11538,2,0,0,0,pos
11539,3,0,0,0,pos
11540,0,0,0,0,neg
11541,2,0,0,0,neg
11542,2,70,38,11,neg
11543,2,70,38,11,neg
11544,2,1,4,0,pos
11545,2,1,4,0,pos
11546,0,0,0,0,neg
